video_id,level,author,text,likeCount,publishedAt,replyCount,elm_path,sentiment,y_pos,hour
u_bwk8xMOeI,top,@ShannenPebenito,Taylor and Selena engaged besties! ❤🎉🎉,466,2025-08-26 17:21:39+00:00,17,peripheral,positive,1,2025-08-26 17:00:00+00:00
u_bwk8xMOeI,top,@Laney_1313,OMG,1,2025-08-26 17:21:43+00:00,0,peripheral,positive,1,2025-08-26 17:00:00+00:00
u_bwk8xMOeI,top,@lola_lavender,Finally!!! So happy,3,2025-08-26 17:21:46+00:00,0,peripheral,positive,1,2025-08-26 17:00:00+00:00
u_bwk8xMOeI,top,@swimmer4092,FATHER 😭😭😭💍💍,2,2025-08-26 17:21:53+00:00,1,peripheral,positive,1,2025-08-26 17:00:00+00:00
u_bwk8xMOeI,top,@SCRIMY_AT_NITE,"Well,I wish them a looong and happpy marriage 😅😅😅😅😅😅😅😅",0,2025-08-26 17:21:55+00:00,0,peripheral,positive,1,2025-08-26 17:00:00+00:00
u_bwk8xMOeI,top,@reneedeboer5448,Is this realll???,0,2025-08-26 17:22:05+00:00,1,peripheral,neutral,0,2025-08-26 17:00:00+00:00
u_bwk8xMOeI,top,@sourgummies6441,YESSSSSSS,2,2025-08-26 17:22:06+00:00,0,peripheral,positive,1,2025-08-26 17:00:00+00:00
u_bwk8xMOeI,reply,@shivanixlife,Shutup,2,2025-08-26 17:22:07+00:00,0,peripheral,negative,0,2025-08-26 17:00:00+00:00
u_bwk8xMOeI,top,@lydiah7184,YAYYYYY THIS IS THE BEST THING EVER,1,2025-08-26 17:22:08+00:00,0,peripheral,positive,1,2025-08-26 17:00:00+00:00
u_bwk8xMOeI,top,@PrehistoricMeteor,“Taylor kelce” does not sound right at all 💔🥀,0,2025-08-26 17:22:10+00:00,1,central,negative,0,2025-08-26 17:00:00+00:00
u_bwk8xMOeI,top,@sourgummies6441,THE ROYAL ENGAGEMENT,18,2025-08-26 17:22:15+00:00,1,peripheral,positive,1,2025-08-26 17:00:00+00:00
u_bwk8xMOeI,top,@carysm_11,AYYYYY LETS GOO,1,2025-08-26 17:22:15+00:00,0,peripheral,positive,1,2025-08-26 17:00:00+00:00
u_bwk8xMOeI,top,@SwiftiesSong,OMG I'M CRYING I'M SO HAPPY FOR THEM 💍❤ XXX,6,2025-08-26 17:22:44+00:00,0,peripheral,positive,1,2025-08-26 17:00:00+00:00
u_bwk8xMOeI,top,@sythmc8600,I hope it’s a fairytale wedding!,3,2025-08-26 17:22:50+00:00,0,peripheral,positive,1,2025-08-26 17:00:00+00:00
u_bwk8xMOeI,top,@malishagavali9225,Ommmmmmgggggggggggg,0,2025-08-26 17:22:51+00:00,0,peripheral,neutral,0,2025-08-26 17:00:00+00:00
u_bwk8xMOeI,top,@NiamhWheeler-o2h,Taylorr,0,2025-08-26 17:23:02+00:00,0,peripheral,neutral,0,2025-08-26 17:00:00+00:00
u_bwk8xMOeI,top,@mashakatsnelson1459,amazing 💕💕💕💕👍👍,2,2025-08-26 17:23:03+00:00,0,peripheral,positive,1,2025-08-26 17:00:00+00:00
u_bwk8xMOeI,top,@noluthandozulu5007,Is this real?,0,2025-08-26 17:23:19+00:00,1,central,neutral,0,2025-08-26 17:00:00+00:00
u_bwk8xMOeI,top,@cindyblankfield1961,So happy for Taylor and Travis.  I really enjoy watching them together ❤️ 😊 Good luck to you both.,19,2025-08-26 17:23:30+00:00,0,peripheral,positive,1,2025-08-26 17:00:00+00:00
u_bwk8xMOeI,top,@porkypine13,I'm so happy for them both,13,2025-08-26 17:23:31+00:00,0,peripheral,positive,1,2025-08-26 17:00:00+00:00
u_bwk8xMOeI,top,@Cr4zy-Roxy,OMG THEYRE ENGAGED IM GONNA CRY THEYRE SO GOOD TOGETHER,70,2025-08-26 17:23:51+00:00,13,peripheral,positive,1,2025-08-26 17:00:00+00:00
u_bwk8xMOeI,top,@NiamhWheeler-o2h,Congrats🎉🎉🎉🎉🎉🎉,1,2025-08-26 17:23:52+00:00,0,peripheral,positive,1,2025-08-26 17:00:00+00:00
u_bwk8xMOeI,reply,@sourgummies6441,bro can’t even spell career correctly,3,2025-08-26 17:23:59+00:00,0,central,negative,0,2025-08-26 17:00:00+00:00
u_bwk8xMOeI,top,@MADZZ.EDITZZ,OMG FINALLY ❤❤❤love her!,43,2025-08-26 17:24:10+00:00,0,peripheral,positive,1,2025-08-26 17:00:00+00:00
u_bwk8xMOeI,top,@RajuKumar-dr8bo,OMG!!!😭I am so happy for them❤,30,2025-08-26 17:24:16+00:00,1,peripheral,positive,1,2025-08-26 17:00:00+00:00
u_bwk8xMOeI,top,@dangraser-v2p,Camelot returns.  The most admired couple that will make Don lose his cookies.,0,2025-08-26 17:24:21+00:00,0,central,positive,1,2025-08-26 17:00:00+00:00
u_bwk8xMOeI,reply,@sourgummies6441,@@shivanixlifeperiod,2,2025-08-26 17:24:27+00:00,0,peripheral,neutral,0,2025-08-26 17:00:00+00:00
u_bwk8xMOeI,top,@eric-p6j4z,Omg. Finally. Waited,0,2025-08-26 17:24:27+00:00,0,peripheral,positive,1,2025-08-26 17:00:00+00:00
u_bwk8xMOeI,top,@gatacelta,A Massive Congratulations to them both!!🎉 Can't wait to see wedding photos!,46,2025-08-26 17:24:30+00:00,0,peripheral,positive,1,2025-08-26 17:00:00+00:00
u_bwk8xMOeI,top,@pooh_berrybear,Doube wedding with Selina and Benny❤👰🏻‍♀️🤵🏻❤👰🏼‍♂️🤵🏼‍♂️❤,0,2025-08-26 17:24:45+00:00,0,peripheral,positive,1,2025-08-26 17:00:00+00:00
u_bwk8xMOeI,top,@ronmendoza1274,Taylor is going to support Travis when his Football career is over. Then the Marriage is over. 😂😂😂😂😂😂😂😂,2,2025-08-26 17:25:05+00:00,0,central,negative,0,2025-08-26 17:00:00+00:00
u_bwk8xMOeI,top,@tonyrodriguez2943,Taylor says yes.,1,2025-08-26 17:25:07+00:00,0,central,neutral,0,2025-08-26 17:00:00+00:00
u_bwk8xMOeI,top,@s1lly_goose23,YESSS,2,2025-08-26 17:25:16+00:00,0,peripheral,positive,1,2025-08-26 17:00:00+00:00
u_bwk8xMOeI,top,@ralvaldez2849,Ladies and Gents! Miss Americana & the Heartbreak Prince 👑,0,2025-08-26 17:25:20+00:00,0,peripheral,positive,1,2025-08-26 17:00:00+00:00
u_bwk8xMOeI,top,@EmmaTaylorsversion-k5t,They arnt sombody tell me they arnt if they are ima cry,0,2025-08-26 17:25:23+00:00,0,peripheral,negative,0,2025-08-26 17:00:00+00:00
u_bwk8xMOeI,top,@zfilias,Happy tears 😂😂😂😂❤️‍🔥❤️‍🔥❤️‍🔥❤️‍🔥❤️‍🔥😻😻😻😻😻,3,2025-08-26 17:25:26+00:00,0,peripheral,positive,1,2025-08-26 17:00:00+00:00
u_bwk8xMOeI,top,@GloriaSmith-s7c,OMG really I really hope this true❤❤,0,2025-08-26 17:25:32+00:00,0,peripheral,positive,1,2025-08-26 17:00:00+00:00
u_bwk8xMOeI,top,@Bella-v4e4p,OMGGGGG,0,2025-08-26 17:25:39+00:00,0,peripheral,neutral,0,2025-08-26 17:00:00+00:00
u_bwk8xMOeI,reply,@shivanixlife,@@sourgummies6441so true.,1,2025-08-26 17:25:47+00:00,0,peripheral,neutral,0,2025-08-26 17:00:00+00:00
u_bwk8xMOeI,top,@KRIVEON,who cares lol hes only marrying her for her money 😂 😂,2,2025-08-26 17:25:51+00:00,0,central,negative,0,2025-08-26 17:00:00+00:00
u_bwk8xMOeI,top,@fqlsegoddess2,OMG AHHH❤ I’M SO HAPPY FOR TAY!!!,2,2025-08-26 17:25:51+00:00,0,peripheral,positive,1,2025-08-26 17:00:00+00:00
u_bwk8xMOeI,top,@eric-p6j4z,Crying,0,2025-08-26 17:25:59+00:00,0,peripheral,negative,0,2025-08-26 17:00:00+00:00
u_bwk8xMOeI,top,@eaa-o5s,Okay? This isn’t worthy to be on news stations at all,0,2025-08-26 17:26:01+00:00,0,central,negative,0,2025-08-26 17:00:00+00:00
u_bwk8xMOeI,top,@ronmendoza1274,In 5 years they'll be Divorced. 😂😂😂😂😂😂,1,2025-08-26 17:26:03+00:00,0,central,negative,0,2025-08-26 17:00:00+00:00
u_bwk8xMOeI,top,@ryannolechow27,Congrats to the both of them they both make such a great couple all the best to them! ❤,0,2025-08-26 17:26:07+00:00,0,peripheral,positive,1,2025-08-26 17:00:00+00:00
k8OkXhYQZeE,top,@BABALAGAJIGAPOO,Who cares!!,2,2025-08-26 17:26:15+00:00,1,peripheral,negative,0,2025-08-26 17:00:00+00:00
k8OkXhYQZeE,top,@kingcallumjessislipwinners9388,No one cares,1,2025-08-26 17:26:26+00:00,1,peripheral,negative,0,2025-08-26 17:00:00+00:00
u_bwk8xMOeI,reply,@TheShowGirly-13,Yasss! I was gonna say! ❤🎉🎉🎉,25,2025-08-26 17:26:34+00:00,0,peripheral,positive,1,2025-08-26 17:00:00+00:00
k8OkXhYQZeE,top,@ULTIMATUM1488,WHY...  IS THIS...  A VIDEO?,0,2025-08-26 17:26:34+00:00,1,central,negative,0,2025-08-26 17:00:00+00:00
k8OkXhYQZeE,top,@CatPerson666,😂😂😂😂😂😂,0,2025-08-26 17:26:36+00:00,0,peripheral,neutral,0,2025-08-26 17:00:00+00:00
k8OkXhYQZeE,top,@MaggiesNight,Fox posted this to give MAGA zombies something to complain about. 😂,3,2025-08-26 17:26:46+00:00,6,central,negative,0,2025-08-26 17:00:00+00:00
k8OkXhYQZeE,top,@devorahdash2565,Guessing that demands of a narcissistic princess are hard to keep up with.,1,2025-08-26 17:26:54+00:00,1,central,negative,0,2025-08-26 17:00:00+00:00
k8OkXhYQZeE,top,@BillyQuiboloy047,Do you remember that United States Marine Corps CUT?,0,2025-08-26 17:26:55+00:00,0,central,neutral,0,2025-08-26 17:00:00+00:00
u_bwk8xMOeI,top,@JessicaAnthony11,"SCREAMING, CRYING, THROWING UP!!!!",0,2025-08-26 17:26:56+00:00,0,peripheral,positive,1,2025-08-26 17:00:00+00:00
k8OkXhYQZeE,reply,@MaggiesNight,Fox does. Trump does,2,2025-08-26 17:26:57+00:00,0,peripheral,neutral,0,2025-08-26 17:00:00+00:00
u_bwk8xMOeI,top,@RepSwiftie-13-ts12,IM CRYING! A PERFECT LOVE STORY❤❤❤❤❤,7,2025-08-26 17:27:05+00:00,3,peripheral,positive,1,2025-08-26 17:00:00+00:00
k8OkXhYQZeE,top,@ULTIMATUM1488,*SAYIN' A LIE PARODY*  PLEASE WATCH THIS ITS CUTE.😅,0,2025-08-26 17:27:08+00:00,0,peripheral,positive,1,2025-08-26 17:00:00+00:00
k8OkXhYQZeE,top,@meretblackmoon8233,no one cares,1,2025-08-26 17:27:18+00:00,0,peripheral,negative,0,2025-08-26 17:00:00+00:00
k8OkXhYQZeE,reply,@MaggiesNight,"Clearly not, since Fox posted a video about it",1,2025-08-26 17:27:19+00:00,0,central,neutral,0,2025-08-26 17:00:00+00:00
u_bwk8xMOeI,top,@ImNovaImAlsoASwifte,Omg,0,2025-08-26 17:27:21+00:00,0,peripheral,neutral,0,2025-08-26 17:00:00+00:00
u_bwk8xMOeI,top,@doctorBurke-o7g,"oh no, no more news about this two",0,2025-08-26 17:27:21+00:00,0,peripheral,negative,0,2025-08-26 17:00:00+00:00
k8OkXhYQZeE,top,@The3MinuteReport,Hey everyone! Come to the 3 minute report for some real news!,0,2025-08-26 17:27:33+00:00,0,central,positive,1,2025-08-26 17:00:00+00:00
u_bwk8xMOeI,top,@Ezguappp,No one cares at all 😂😂😂😂 she’s a demon child,0,2025-08-26 17:27:40+00:00,0,peripheral,negative,0,2025-08-26 17:00:00+00:00
k8OkXhYQZeE,top,@daveruckert7926,"Remember when the trolls said the Swift endorsement would get Kahlua Harris elected? Good times, am I right? 👍🤣",11,2025-08-26 17:27:45+00:00,17,peripheral,positive,1,2025-08-26 17:00:00+00:00
u_bwk8xMOeI,reply,@Ezguappp,You need a life 😂😂😂😂,102,2025-08-26 17:27:51+00:00,0,peripheral,negative,0,2025-08-26 17:00:00+00:00
k8OkXhYQZeE,top,@ULTIMATUM1488,FOX BUY YOUR EMPLOYEES BETTER TECH THEY ARE SO SLOW TO ARRIVE EVERY TIME 😂,2,2025-08-26 17:27:52+00:00,0,peripheral,negative,0,2025-08-26 17:00:00+00:00
u_bwk8xMOeI,reply,@Ezguappp,Grow tf up😂😂,21,2025-08-26 17:27:59+00:00,0,peripheral,negative,0,2025-08-26 17:00:00+00:00
u_bwk8xMOeI,top,@teresahughes6368,I wish them success.,1,2025-08-26 17:27:59+00:00,0,peripheral,positive,1,2025-08-26 17:00:00+00:00
u_bwk8xMOeI,top,@waterrat6915,Will never happen.,0,2025-08-26 17:28:03+00:00,0,peripheral,negative,0,2025-08-26 17:00:00+00:00
k8OkXhYQZeE,top,@slothachunk,"Jay Carey, a veteran who served 22 years in the Army, was arrested yesterday for exercising his 1st amendment rights. Trump did this.",4,2025-08-26 17:28:09+00:00,4,central,negative,0,2025-08-26 17:00:00+00:00
k8OkXhYQZeE,top,@dwinegardner8251,So what...,14,2025-08-26 17:28:11+00:00,0,peripheral,neutral,0,2025-08-26 17:00:00+00:00
u_bwk8xMOeI,top,@AlishaWard-t1t,I have never cried over celebrity news until today I'm so happy for them 🎉,7,2025-08-26 17:28:19+00:00,0,peripheral,positive,1,2025-08-26 17:00:00+00:00
k8OkXhYQZeE,top,@otvirani,Congrats!,0,2025-08-26 17:28:20+00:00,0,peripheral,positive,1,2025-08-26 17:00:00+00:00
u_bwk8xMOeI,reply,@Ezguappp,Then by next week we will hear her new song about how terrible he is,18,2025-08-26 17:28:24+00:00,0,peripheral,negative,0,2025-08-26 17:00:00+00:00
k8OkXhYQZeE,top,@Tracy-sw4fx,Well ain't that going to solve the world's problems,1,2025-08-26 17:28:29+00:00,0,peripheral,negative,0,2025-08-26 17:00:00+00:00
u_bwk8xMOeI,top,@Ezguappp,Can’t wait for the trash break up song 😂,1,2025-08-26 17:28:35+00:00,0,peripheral,positive,1,2025-08-26 17:00:00+00:00
k8OkXhYQZeE,top,@slothachunk,"Release all the files, don't protect all the philes!",6,2025-08-26 17:28:39+00:00,2,central,negative,0,2025-08-26 17:00:00+00:00
k8OkXhYQZeE,top,@catherinedemayo6507,Who gives a eff,26,2025-08-26 17:28:48+00:00,3,peripheral,negative,0,2025-08-26 17:00:00+00:00
u_bwk8xMOeI,top,@Notexpertgaming,ITS A LOVE STORY AND SHE SAID YESSS,1,2025-08-26 17:28:49+00:00,0,peripheral,positive,1,2025-08-26 17:00:00+00:00
u_bwk8xMOeI,top,@julieberckes6994,Congratulations to both of them 🍸🍾,3,2025-08-26 17:28:53+00:00,0,peripheral,positive,1,2025-08-26 17:00:00+00:00
k8OkXhYQZeE,top,@marwanqaissi5968,No one cares,2,2025-08-26 17:28:57+00:00,0,peripheral,negative,0,2025-08-26 17:00:00+00:00
k8OkXhYQZeE,top,@ULTIMATUM1488,WHY IS THIS NONSENSE ON MY SCREEN?,0,2025-08-26 17:29:01+00:00,3,peripheral,negative,0,2025-08-26 17:00:00+00:00
u_bwk8xMOeI,top,@samdath3439,Let's gooooo yessssss.,0,2025-08-26 17:29:08+00:00,0,peripheral,positive,1,2025-08-26 17:00:00+00:00
u_bwk8xMOeI,top,@Aldostrike-l3p,OMG congrats tt,0,2025-08-26 17:29:33+00:00,0,peripheral,positive,1,2025-08-26 17:00:00+00:00
k8OkXhYQZeE,top,@ULTIMATUM1488,TRUMP WENT TO EPSTEIN'S ISLAND.  SEVERAL TIMES 😂  YOU CAN COMPLAIN BELOW.😊,2,2025-08-26 17:29:34+00:00,0,peripheral,negative,0,2025-08-26 17:00:00+00:00
k8OkXhYQZeE,top,@dayzeereyes128,Surprised this PR relationship is taking it this far.,4,2025-08-26 17:29:37+00:00,0,central,neutral,0,2025-08-26 17:00:00+00:00
k8OkXhYQZeE,top,@JCP_323,Just in time for the regular season to start and broadcast crews bringing it up endlessly. Cue the Taylor cam at KC games! 🤦‍♂️,10,2025-08-26 17:29:44+00:00,0,central,negative,0,2025-08-26 17:00:00+00:00
k8OkXhYQZeE,reply,@MRLizardDude15-cw3nx,😂😂😂How did you get so dumb 😂😂😂,3,2025-08-26 17:29:47+00:00,0,peripheral,negative,0,2025-08-26 17:00:00+00:00
u_bwk8xMOeI,top,@otvirani,Congrats!,1,2025-08-26 17:29:49+00:00,0,peripheral,positive,1,2025-08-26 17:00:00+00:00
u_bwk8xMOeI,top,@Lyra-v7g,Omg I am so happy for her!! She finally got a nice guy!!!,1,2025-08-26 17:30:00+00:00,0,peripheral,positive,1,2025-08-26 17:00:00+00:00
u_bwk8xMOeI,top,@Youtuberprofile03982,“What have you done”  - Winston Scott from John wick 2,0,2025-08-26 17:30:07+00:00,0,peripheral,neutral,0,2025-08-26 17:00:00+00:00
k8OkXhYQZeE,reply,@opossumsrawesome6860,T.D.S. 🥱 🥱 🥱 🥱💤💤💤💤,0,2025-08-26 17:30:08+00:00,0,peripheral,negative,0,2025-08-26 17:00:00+00:00
k8OkXhYQZeE,top,@Oldenuf2KnowbetterthanU,Whoop de chit,17,2025-08-26 17:30:23+00:00,1,peripheral,negative,0,2025-08-26 17:00:00+00:00
u_bwk8xMOeI,top,@EleanorShaw-f1j,OMG ❤❤❤,0,2025-08-26 17:30:35+00:00,0,peripheral,positive,1,2025-08-26 17:00:00+00:00
u_bwk8xMOeI,reply,@Lyra-v7g,Yes! They both posted on their instagram pages they are engaged!!!,0,2025-08-26 17:30:36+00:00,0,peripheral,positive,1,2025-08-26 17:00:00+00:00
u_bwk8xMOeI,top,@Glennmaxted,IT’S ABOUT TIME. WE ALL KNEW THIS IS GOING TO HAPPEN ❤ HAPPY FOR THEM. ❤😊,38,2025-08-26 17:30:37+00:00,0,peripheral,positive,1,2025-08-26 17:00:00+00:00
k8OkXhYQZeE,top,@ULTIMATUM1488,JOHNNY   WE ARE CREATING A NEW YT CHANNEL.... MIGHT LET YOU IN.😮,0,2025-08-26 17:30:40+00:00,0,peripheral,neutral,0,2025-08-26 17:00:00+00:00
u_bwk8xMOeI,reply,@Lyra-v7g,Yes,0,2025-08-26 17:30:47+00:00,0,peripheral,positive,1,2025-08-26 17:00:00+00:00
k8OkXhYQZeE,reply,@opossumsrawesome6860,Yet youre the one complaining. CHECKMATE.😂,2,2025-08-26 17:30:59+00:00,0,peripheral,negative,0,2025-08-26 17:00:00+00:00
u_bwk8xMOeI,top,@katsjz_crumbs,IM SCREAMING CRYING THROWING UP AHH,0,2025-08-26 17:31:04+00:00,0,peripheral,positive,1,2025-08-26 17:00:00+00:00
u_bwk8xMOeI,top,@Pepu-Lamgu,Finally,0,2025-08-26 17:31:06+00:00,0,peripheral,positive,1,2025-08-26 17:00:00+00:00
k8OkXhYQZeE,top,@HawkeyeHowell,Nice..but who gives a rat's arse...These two imbeciles were made for each other.,0,2025-08-26 17:31:07+00:00,0,peripheral,negative,0,2025-08-26 17:00:00+00:00
u_bwk8xMOeI,top,@stacyfrazierbauer8811,Omg I knew it yesss❤ It's time for Babies!!!!,1,2025-08-26 17:31:14+00:00,0,peripheral,positive,1,2025-08-26 17:00:00+00:00
u_bwk8xMOeI,top,@Hiiiluvv,Omgggggg I'm so happy for them❤,5,2025-08-26 17:31:15+00:00,0,peripheral,positive,1,2025-08-26 17:00:00+00:00
k8OkXhYQZeE,top,@robertc9459,WHO CARES      ------    TAYLOR SWIFT SUCKS !!!!!!!!!!!!!!!!!,3,2025-08-26 17:31:16+00:00,0,peripheral,negative,0,2025-08-26 17:00:00+00:00
k8OkXhYQZeE,top,@TheBigHylander,I’m all for it! I love this for them and with them the best!,1,2025-08-26 17:31:17+00:00,0,peripheral,positive,1,2025-08-26 17:00:00+00:00
k8OkXhYQZeE,top,@CheesyPoofs1,No one cares.,17,2025-08-26 17:31:19+00:00,1,peripheral,negative,0,2025-08-26 17:00:00+00:00
u_bwk8xMOeI,reply,@Lyra-v7g,Omg JC The Incel zip it!!!,0,2025-08-26 17:31:20+00:00,0,peripheral,negative,0,2025-08-26 17:00:00+00:00
u_bwk8xMOeI,top,@eveflores9704,Taylor deserve the universe. I am happy she is happy. Congratulations Travis and Taylor.,14,2025-08-26 17:31:26+00:00,3,peripheral,positive,1,2025-08-26 17:00:00+00:00
k8OkXhYQZeE,top,@lacrymologyst,Fox News is trolling it's audience with this one.  So many MAGA meltdowns in the comments..🤣,24,2025-08-26 17:31:29+00:00,7,central,negative,0,2025-08-26 17:00:00+00:00
k8OkXhYQZeE,top,@Will-uo2lg,So what? Nobody cares!,20,2025-08-26 17:31:33+00:00,0,peripheral,negative,0,2025-08-26 17:00:00+00:00
k8OkXhYQZeE,top,@EnnisWyse,"In other breaking news, a tear of despair gently falls down the cheek of fmr FBI director Jim Comey. In a statement Director Comey said “this is worse than when Trump fired me on Twitter. I just love her so much”",7,2025-08-26 17:31:35+00:00,2,central,neutral,0,2025-08-26 17:00:00+00:00
k8OkXhYQZeE,top,@sashasavisha146,"Wow, fake news",9,2025-08-26 17:31:37+00:00,2,central,negative,0,2025-08-26 17:00:00+00:00
k8OkXhYQZeE,top,@45-prevailed-to-the-47,DON’T CARE !!!!!!,1,2025-08-26 17:31:38+00:00,0,peripheral,negative,0,2025-08-26 17:00:00+00:00
k8OkXhYQZeE,top,@jeffreywingham5302,"Two narcissists, lets make an announcement just as the season begins. Look at me, look at me.",28,2025-08-26 17:31:39+00:00,4,central,negative,0,2025-08-26 17:00:00+00:00
u_bwk8xMOeI,top,@sinpinwhatever,So happy so happy so happy for her,1,2025-08-26 17:31:40+00:00,0,peripheral,positive,1,2025-08-26 17:00:00+00:00
k8OkXhYQZeE,top,@GooGoo2028,Idgaf….,12,2025-08-26 17:32:00+00:00,1,peripheral,negative,0,2025-08-26 17:00:00+00:00
k8OkXhYQZeE,top,@Barbie.Boo1961,Fox : I don’t care about this crap. Waste of my time,120,2025-08-26 17:32:00+00:00,19,peripheral,negative,0,2025-08-26 17:00:00+00:00
k8OkXhYQZeE,top,@JeffryWinger,No one cares!!!,7,2025-08-26 17:32:02+00:00,2,peripheral,negative,0,2025-08-26 17:00:00+00:00
u_bwk8xMOeI,top,@JaeJae931,Good luck to Travis! She finally got her claws to stick in someone.,0,2025-08-26 17:32:19+00:00,0,peripheral,negative,0,2025-08-26 17:00:00+00:00
k8OkXhYQZeE,top,@PSLLP,And in other “ who gives a fk news “,15,2025-08-26 17:32:20+00:00,4,peripheral,negative,0,2025-08-26 17:00:00+00:00
u_bwk8xMOeI,reply,@Lyra-v7g,@@Ezguappp Incel get a life. And don’t forget she can very well write break up songs while she’s still happily married she’s done it before Lover!!!,0,2025-08-26 17:32:26+00:00,0,peripheral,negative,0,2025-08-26 17:00:00+00:00
u_bwk8xMOeI,reply,@Phillygirl5,@@EzguapppI know so pathetic,0,2025-08-26 17:32:34+00:00,0,peripheral,negative,0,2025-08-26 17:00:00+00:00
